Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-16,12:53:33,14:50:45,01:57:12,01:16:04,67,1,12.54,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-16,16:06:06,18:01:03,01:54:57,01:15:21,50,1,12.86,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-16,18:25:31,19:48:37,01:23:06,00:24:28,22,1,12.81,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-16,Vehiculo: 10,,,10:44:50,04:07:08,245,"6,00",82.31,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-17,04:49:22,07:14:40,02:25:18,00:00:00,25,1,15.48,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-17,07:14:40,09:03:16,01:48:36,00:00:00,63,1,13.35,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-17,09:35:47,11:14:49,01:39:02,00:32:31,56,1,14.44,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-17,12:06:55,13:45:57,01:39:02,00:52:06,22,1,14.27,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-17,14:42:27,16:10:16,01:27:49,00:56:30,28,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-17,16:44:14,18:21:52,01:37:38,00:33:58,38,1,12.71,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-17,18:35:29,20:17:10,01:41:41,00:13:37,40,1,14.28,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-17,Vehiculo: 10,,,12:19:06,03:08:42,272,"7,00",97.82,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-18,04:56:21,06:28:56,01:32:35,00:00:00,48,1,14.44,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-18,07:31:06,09:00:20,01:29:14,01:02:10,15,1,14.09,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-18,09:41:43,11:53:51,02:12:08,00:41:23,37,1,14.68,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-18,13:30:07,14:51:21,01:21:14,01:36:16,26,1,13.01,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-18,15:40:29,17:33:18,01:52:49,00:49:08,40,1,14.16,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-18,17:45:43,19:38:42,01:52:59,00:12:25,51,1,14.52,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-18,Vehiculo: 10,,,10:20:59,04:21:22,217,"6,00",84.9,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-19,04:21:40,05:34:10,01:12:30,00:00:00,18,1,14.1,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-19,06:24:13,08:16:44,01:52:31,00:50:03,46,1,13.9,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-19,08:44:43,09:58:42,01:13:59,00:27:59,29,1,9.08,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-19,11:51:07,13:31:10,01:40:03,01:52:25,36,1,13.41,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-19,14:37:05,16:43:22,02:06:17,01:05:55,31,1,14.3,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-19,16:58:09,19:26:42,02:28:33,00:14:47,45,1,14.65,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-19,Vehiculo: 10,,,10:33:53,04:31:09,205,"6,00",79.44,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-20,06:27:05,07:47:55,01:20:50,00:00:00,31,1,14.7,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-20,08:01:06,09:27:51,01:26:45,00:13:11,32,1,12.5,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-20,10:06:50,11:34:06,01:27:16,00:38:59,12,1,13.79,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-20,12:19:47,13:47:26,01:27:39,00:45:41,35,1,14.83,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-20,14:50:09,18:05:27,03:15:18,01:02:43,0,0,13.93,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-20,18:11:32,19:16:04,01:04:32,00:06:05,41,1,11.82,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-20,19:50:52,21:16:14,01:25:22,00:34:48,44,1,13.44,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-20,21:25:22,23:45:47,02:20:25,00:09:08,72,1,27.29,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-20,Vehiculo: 10,,,13:48:07,03:30:35,267,"7,00",122.3,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-21,05:46:27,07:00:48,01:14:21,00:00:00,24,1,13.7,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-21,07:09:34,08:37:34,01:28:00,00:08:46,27,1,14.16,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-21,09:01:03,09:51:50,00:50:47,00:23:29,18,1,8.45,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-21,11:07:22,13:21:49,02:14:27,01:15:32,32,1,19.28,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-21,13:21:50,14:27:35,01:05:45,00:00:01,18,1,12.46,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-21,15:16:07,16:21:49,01:05:42,00:48:32,19,1,12.96,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-21,17:05:08,18:39:07,01:33:59,00:43:19,31,1,14.81,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-21,19:24:49,21:51:49,02:27:00,00:45:42,40,1,13.86,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-21,Vehiculo: 10,,,12:00:01,04:05:21,209,"8,00",109.68,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-22,05:20:06,06:33:04,01:12:58,00:00:00,47,1,12.76,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-22,06:59:47,08:44:50,01:45:03,00:26:43,35,1,13.5,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-22,09:28:59,11:00:27,01:31:28,00:44:09,35,1,14.07,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-22,12:10:56,14:11:54,02:00:58,01:10:29,28,1,14.2,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-22,14:38:46,16:30:50,01:52:04,00:26:52,40,1,13.16,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-22,16:43:59,18:52:46,02:08:47,00:13:09,50,1,13.86,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-22,19:46:25,21:00:07,01:13:42,00:53:39,34,1,12.29,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-22,Vehiculo: 10,,,11:45:00,03:55:01,269,"7,00",93.84,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-23,05:21:52,06:54:38,01:32:46,00:00:00,51,1,14.44,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-23,07:35:40,08:35:29,00:59:49,00:41:02,24,1,8.76,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-23,10:20:21,11:43:20,01:22:59,01:44:52,15,1,13.32,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-23,12:17:24,14:24:01,02:06:37,00:34:04,35,1,15.73,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-23,14:40:44,16:47:17,02:06:33,00:16:43,33,1,13.98,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-23,17:06:01,18:40:18,01:34:17,00:18:44,46,1,13.67,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-23,18:56:00,20:40:54,01:44:54,00:15:42,30,1,14.82,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-23,Vehiculo: 10,,,11:27:55,03:51:07,234,"7,00",94.72,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-24,05:13:28,06:35:13,01:21:45,00:00:00,56,1,14.65,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-24,07:11:41,08:58:06,01:46:25,00:36:28,18,1,14.67,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-24,09:20:25,10:58:20,01:37:55,00:22:19,18,1,12.74,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-24,11:27:54,13:19:27,01:51:33,00:29:34,32,1,14.91,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-24,15:10:04,16:57:25,01:47:21,01:50:37,39,1,13.14,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-24,17:08:05,19:00:03,01:51:58,00:10:40,48,1,14.56,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-24,19:19:35,20:48:47,01:29:12,00:19:32,37,1,12.92,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-24,Vehiculo: 10,,,11:46:09,03:49:10,248,"7,00",97.59,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-25,05:12:38,06:31:26,01:18:48,00:00:00,47,1,13.82,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-25,07:18:59,09:05:28,01:46:29,00:47:33,41,1,13.77,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-25,09:41:08,11:29:54,01:48:46,00:35:40,40,1,13.81,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-25,12:01:27,12:52:34,00:51:07,00:31:33,13,1,8.74,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-25,14:26:55,16:52:08,02:25:13,01:34:21,34,1,14.94,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-25,17:19:54,18:54:09,01:34:15,00:27:46,45,1,13.67,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-25,19:07:23,20:51:43,01:44:20,00:13:14,27,1,13.02,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-25,Vehiculo: 10,,,11:28:58,04:10:07,247,"7,00",91.77,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-26,05:19:15,07:00:29,01:41:14,00:00:00,50,1,13.99,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-26,07:42:24,09:20:02,01:37:38,00:41:55,37,1,13.08,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-26,10:03:10,12:49:31,02:46:21,00:43:08,12,1,13.04,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-26,12:59:04,15:16:28,02:17:24,00:09:33,40,1,12.06,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-26,15:18:43,17:03:23,01:44:40,00:02:15,45,1,12.2,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-26,17:23:50,19:12:30,01:48:40,00:20:27,41,1,14.91,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-26,19:21:08,20:46:08,01:25:00,00:08:38,60,1,13.79,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-26,Vehiculo: 10,,,13:20:57,02:05:56,285,"7,00",93.07,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-27,05:22:48,06:38:09,01:15:21,00:00:00,35,1,14.63,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-27,07:28:53,09:37:26,02:08:33,00:50:44,26,1,15.33,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-27,12:22:13,14:07:29,01:45:16,02:44:47,49,1,13.55,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-27,14:41:05,16:39:08,01:58:03,00:33:36,54,1,13.31,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-27,17:42:09,18:36:08,00:53:59,01:03:01,30,1,6.5,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-27,19:07:18,20:49:16,01:41:58,00:31:10,48,1,13.4,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-27,21:00:46,22:13:42,01:12:56,00:11:30,23,1,13.43,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-27,Vehiculo: 10,,,10:56:06,05:54:48,265,"7,00",90.15,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-29,05:13:07,06:47:47,01:34:40,00:00:00,46,1,14.5,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-29,07:13:37,09:07:16,01:53:39,00:25:50,49,1,14.43,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-29,09:48:28,12:03:25,02:14:57,00:41:12,5,1,13.38,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-29,12:03:25,14:13:18,02:09:53,00:00:00,58,1,12.11,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-29,14:36:55,16:38:14,02:01:19,00:23:37,29,1,14.38,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-29,16:46:23,18:40:00,01:53:37,00:08:09,26,1,14.11,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-29,18:54:09,20:05:29,01:11:20,00:14:09,21,1,11.85,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-29,Vehiculo: 10,,,12:59:25,01:52:57,234,"7,00",94.76,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
10,2024-07-30,05:32:39,07:07:18,01:34:39,00:00:00,53,1,13.36,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-30,07:46:02,10:21:23,02:35:21,00:38:44,68,1,16.19,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-30,10:34:46,12:30:52,01:56:06,00:13:23,22,1,13.71,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-30,13:11:48,14:45:37,01:33:49,00:40:56,32,1,12.51,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-30,15:27:28,17:19:30,01:52:02,00:41:51,29,1,14.4,85 4 HONDA - MINORISTA - HONDA,Ver
10,2024-07-30,17:28:17,19:07:57,01:39:40,00:08:47,47,1,13.43,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-30,19:15:30,20:32:16,01:16:46,00:07:33,18,1,13.13,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-30,20:42:40,22:13:48,01:31:08,00:10:24,23,1,14.76,85 1 HONDA - ORIENTAL - HONDA,Ver
10,2024-07-30,23:20:02,23:52:41,00:32:39,01:06:14,6,1,6.37,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-30,Vehiculo: 10,,,14:32:10,03:47:52,298,"9,00",117.86,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-15,04:40:18,06:19:27,01:39:09,00:00:00,37,1,16.02,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-15,06:20:11,07:58:17,01:38:06,00:00:44,44,1,15.65,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-15,08:50:30,10:33:30,01:43:00,00:52:13,20,1,15.66,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-15,10:43:00,12:34:12,01:51:12,00:09:30,25,1,15.92,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-15,14:22:41,16:16:00,01:53:19,01:48:29,46,1,15.03,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-15,16:17:01,18:17:05,02:00:04,00:01:01,52,1,16.05,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-15,18:20:30,20:10:13,01:49:43,00:03:25,31,1,15.72,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-15,Vehiculo: 11,,,12:34:33,02:55:22,255,"7,00",110.05,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-16,04:36:56,06:09:43,01:32:47,00:00:00,50,1,16.04,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-16,06:56:56,08:50:58,01:54:02,00:47:13,26,1,15.96,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-16,09:29:05,11:04:20,01:35:15,00:38:07,43,1,14.36,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-16,11:51:19,13:51:55,02:00:36,00:46:59,62,1,16.67,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-16,13:51:55,16:10:34,02:18:39,00:00:00,52,1,15.76,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-16,16:23:56,18:12:00,01:48:04,00:13:22,47,1,14.27,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-16,18:20:59,20:07:29,01:46:30,00:08:59,29,1,14.03,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-16,Vehiculo: 11,,,12:55:53,02:34:40,309,"7,00",107.09,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-17,04:54:40,06:02:28,01:07:48,00:00:00,41,1,13.54,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-17,07:06:53,09:08:08,02:01:15,01:04:25,44,1,15.81,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-17,09:15:12,10:38:52,01:23:40,00:07:04,21,1,13.74,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-17,11:34:59,13:21:36,01:46:37,00:56:07,31,1,15.34,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-17,14:29:49,16:12:37,01:42:48,01:08:13,47,1,14.47,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-17,16:14:04,18:00:51,01:46:47,00:01:27,44,1,15,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-17,18:13:06,20:00:14,01:47:08,00:12:15,39,1,14.84,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-17,Vehiculo: 11,,,11:36:03,03:29:31,267,"7,00",102.74,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-18,04:48:48,06:15:07,01:26:19,00:00:00,32,1,15.06,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-18,07:11:37,09:01:51,01:50:14,00:56:30,40,1,15.1,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-18,10:07:39,11:55:23,01:47:44,01:05:48,46,1,13.24,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-18,12:34:37,14:47:28,02:12:51,00:39:14,51,1,16.08,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-18,14:53:57,16:45:07,01:51:10,00:06:29,24,1,16.8,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-18,16:46:05,18:22:32,01:36:27,00:00:58,41,1,13.45,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-18,19:36:33,20:38:32,01:01:59,01:14:01,38,1,7.47,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-18,Vehiculo: 11,,,11:46:44,04:03:00,272,"7,00",97.2,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-19,04:51:06,06:30:51,01:39:45,00:00:00,58,1,15.93,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-19,07:15:14,09:17:43,02:02:29,00:44:23,37,1,15.96,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-19,09:49:24,12:17:52,02:28:28,00:31:41,28,1,16.26,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-19,12:41:57,14:53:35,02:11:38,00:24:05,33,1,16.27,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-19,14:53:52,16:52:17,01:58:25,00:00:17,46,1,16.35,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-19,16:56:01,19:29:10,02:33:09,00:03:44,60,1,16.19,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-19,19:31:11,21:13:44,01:42:33,00:02:01,63,1,16.36,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-19,Vehiculo: 11,,,14:36:27,01:46:11,325,"7,00",113.32,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-20,06:22:59,07:27:02,01:04:03,00:00:00,24,1,12.79,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-20,07:59:23,09:34:39,01:35:16,00:32:21,30,1,15.39,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-20,09:36:29,11:04:52,01:28:23,00:01:50,46,1,15.73,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-20,11:27:39,13:00:28,01:32:49,00:22:47,54,1,15.7,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-20,13:20:43,15:07:22,01:46:39,00:20:15,63,1,14.51,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-20,15:16:01,17:00:50,01:44:49,00:08:39,52,1,16.13,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-20,17:30:05,18:51:28,01:21:23,00:29:15,26,1,14.49,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-20,Vehiculo: 11,,,10:33:22,01:55:07,295,"7,00",104.74,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-21,05:28:07,07:01:38,01:33:31,00:00:00,13,1,15.69,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-21,07:23:35,08:50:57,01:27:22,00:21:57,18,1,15.92,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-21,09:09:36,10:47:22,01:37:46,00:18:39,54,1,14.67,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-21,11:22:29,12:58:49,01:36:20,00:35:07,30,1,16.08,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-21,13:16:38,15:11:20,01:54:42,00:17:49,29,1,15.68,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-21,15:57:16,17:44:58,01:47:42,00:45:56,69,1,14.98,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-21,18:20:13,19:39:44,01:19:31,00:35:15,35,1,14.52,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-21,20:09:27,22:12:54,02:03:27,00:29:43,31,1,17.03,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-21,Vehiculo: 11,,,13:20:21,03:24:26,279,"8,00",124.57,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-22,04:09:21,05:51:27,01:42:06,00:00:00,20,1,15.99,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-22,05:51:27,07:27:25,01:35:58,00:00:00,50,1,15.52,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-22,07:43:19,09:42:58,01:59:39,00:15:54,34,1,15.69,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-22,10:12:44,11:58:46,01:46:02,00:29:46,40,1,14.16,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-22,11:58:46,15:15:49,03:17:03,00:00:00,53,1,16.69,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-22,15:41:44,18:09:07,02:27:23,00:25:55,41,1,15.74,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-22,19:11:57,20:38:46,01:26:49,01:02:50,35,1,8.24,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-22,Vehiculo: 11,,,14:15:00,02:14:25,273,"7,00",102.03,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-23,05:03:51,06:40:50,01:36:59,00:00:00,46,1,15.08,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-23,07:16:43,09:24:21,02:07:38,00:35:53,37,1,15.62,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-23,09:32:53,11:27:25,01:54:32,00:08:32,33,1,15.76,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-23,11:46:34,14:20:03,02:33:29,00:19:09,33,1,17.56,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-23,14:20:03,16:20:20,02:00:17,00:00:00,38,1,15.66,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-23,16:23:28,18:21:50,01:58:22,00:03:08,48,1,16.81,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-23,19:01:13,20:27:23,01:26:10,00:39:23,22,1,14.32,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-23,21:32:44,22:30:50,00:58:06,01:05:21,29,1,9.22,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-23,Vehiculo: 11,,,14:35:33,02:51:26,286,"8,00",120.03,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
11,2024-07-24,05:00:17,06:15:57,01:15:40,00:00:00,36,1,15.05,85 4 HONDA - MINORISTA - HONDA,Ver
11,2024-07-24,06:51:54,08:45:37,01:53:43,00:35:57,47,1,14.55,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-24,08:57:15,10:32:54,01:35:39,00:11:38,35,1,15.21,85 1 HONDA - ORIENTAL - HONDA,Ver
11,2024-07-24,11:28:09,13:09:39,01:41:30,00:55:15,55,1,15,85 1 HONDA - ORIENTAL - HONDA,Ver
